SimpleNPI	PAST	gjin minsken binne ea populêr west	de minsken binne ea populêr west
SimpleNPI	PAST	gjin minsken binne ea ferneamd west	de minsken binne ea ferneamd west
SimpleNPI	PAST	gjin minsken binne ea earste west	de minsken binne ea earste west
SimpleNPI	PAST	gjin minsken binne ea goed west	de minsken binne ea goed west
SimpleNPI	PAST	gjin minsken binne ea moai west	de minsken binne ea moai west
SimpleNPI	PAST	gjin manlju binne ea populêr west	de manlju binne ea populêr west
SimpleNPI	PAST	gjin manlju binne ea ferneamd west	de manlju binne ea ferneamd west
SimpleNPI	PAST	gjin manlju binne ea earste west	de manlju binne ea earste west
SimpleNPI	PAST	gjin manlju binne ea goed west	de manlju binne ea goed west
SimpleNPI	PAST	gjin manlju binne ea moai west	de manlju binne ea moai west
SimpleNPI	PAST	gjin heiten binne ea populêr west	de heiten binne ea populêr west
SimpleNPI	PAST	gjin heiten binne ea ferneamd west	de heiten binne ea ferneamd west
SimpleNPI	PAST	gjin heiten binne ea earste west	de heiten binne ea earste west
SimpleNPI	PAST	gjin heiten binne ea goed west	de heiten binne ea goed west
SimpleNPI	PAST	gjin heiten binne ea moai west	de heiten binne ea moai west
SimpleNPI	PAST	gjin memmen binne ea populêr west	de memmen binne ea populêr west
SimpleNPI	PAST	gjin memmen binne ea ferneamd west	de memmen binne ea ferneamd west
SimpleNPI	PAST	gjin memmen binne ea earste west	de memmen binne ea earste west
SimpleNPI	PAST	gjin memmen binne ea goed west	de memmen binne ea goed west
SimpleNPI	PAST	gjin memmen binne ea moai west	de memmen binne ea moai west
SimpleNPI	PAST	gjin froulju binne ea populêr west	de froulju binne ea populêr west
SimpleNPI	PAST	gjin froulju binne ea ferneamd west	de froulju binne ea ferneamd west
SimpleNPI	PAST	gjin froulju binne ea earste west	de froulju binne ea earste west
SimpleNPI	PAST	gjin froulju binne ea goed west	de froulju binne ea goed west
SimpleNPI	PAST	gjin froulju binne ea moai west	de froulju binne ea moai west
SimpleNPI	PAST	gjin plysjes binne ea populêr west	de plysjes binne ea populêr west
SimpleNPI	PAST	gjin plysjes binne ea ferneamd west	de plysjes binne ea ferneamd west
SimpleNPI	PAST	gjin plysjes binne ea earste west	de plysjes binne ea earste west
SimpleNPI	PAST	gjin plysjes binne ea goed west	de plysjes binne ea goed west
SimpleNPI	PAST	gjin plysjes binne ea moai west	de plysjes binne ea moai west
SimpleNPI	PAST	gjin famkes binne ea populêr west	de famkes binne ea populêr west
SimpleNPI	PAST	gjin famkes binne ea ferneamd west	de famkes binne ea ferneamd west
SimpleNPI	PAST	gjin famkes binne ea earste west	de famkes binne ea earste west
SimpleNPI	PAST	gjin famkes binne ea goed west	de famkes binne ea goed west
SimpleNPI	PAST	gjin famkes binne ea moai west	de famkes binne ea moai west
SimpleNPI	PAST	gjin jonges binne ea populêr west	de jonges binne ea populêr west
SimpleNPI	PAST	gjin jonges binne ea ferneamd west	de jonges binne ea ferneamd west
SimpleNPI	PAST	gjin jonges binne ea earste west	de jonges binne ea earste west
SimpleNPI	PAST	gjin jonges binne ea goed west	de jonges binne ea goed west
SimpleNPI	PAST	gjin jonges binne ea moai west	de jonges binne ea moai west
SimpleNPI	PAST	gjin keningen binne ea populêr west	de keningen binne ea populêr west
SimpleNPI	PAST	gjin keningen binne ea ferneamd west	de keningen binne ea ferneamd west
SimpleNPI	PAST	gjin keningen binne ea earste west	de keningen binne ea earste west
SimpleNPI	PAST	gjin keningen binne ea goed west	de keningen binne ea goed west
SimpleNPI	PAST	gjin keningen binne ea moai west	de keningen binne ea moai west
SimpleNPI	FUTURE	gjin minsken sille ea populêr wêze	de minsken sille ea populêr wêze
SimpleNPI	FUTURE	gjin minsken sille ea ferneamd wêze	de minsken sille ea ferneamd wêze
SimpleNPI	FUTURE	gjin minsken sille ea earste wêze	de minsken sille ea earste wêze
SimpleNPI	FUTURE	gjin minsken sille ea goed wêze	de minsken sille ea goed wêze
SimpleNPI	FUTURE	gjin minsken sille ea moai wêze	de minsken sille ea moai wêze
SimpleNPI	FUTURE	gjin manlju sille ea populêr wêze	de manlju sille ea populêr wêze
SimpleNPI	FUTURE	gjin manlju sille ea ferneamd wêze	de manlju sille ea ferneamd wêze
SimpleNPI	FUTURE	gjin manlju sille ea earste wêze	de manlju sille ea earste wêze
SimpleNPI	FUTURE	gjin manlju sille ea goed wêze	de manlju sille ea goed wêze
SimpleNPI	FUTURE	gjin manlju sille ea moai wêze	de manlju sille ea moai wêze
SimpleNPI	FUTURE	gjin heiten sille ea populêr wêze	de heiten sille ea populêr wêze
SimpleNPI	FUTURE	gjin heiten sille ea ferneamd wêze	de heiten sille ea ferneamd wêze
SimpleNPI	FUTURE	gjin heiten sille ea earste wêze	de heiten sille ea earste wêze
SimpleNPI	FUTURE	gjin heiten sille ea goed wêze	de heiten sille ea goed wêze
SimpleNPI	FUTURE	gjin heiten sille ea moai wêze	de heiten sille ea moai wêze
SimpleNPI	FUTURE	gjin memmen sille ea populêr wêze	de memmen sille ea populêr wêze
SimpleNPI	FUTURE	gjin memmen sille ea ferneamd wêze	de memmen sille ea ferneamd wêze
SimpleNPI	FUTURE	gjin memmen sille ea earste wêze	de memmen sille ea earste wêze
SimpleNPI	FUTURE	gjin memmen sille ea goed wêze	de memmen sille ea goed wêze
SimpleNPI	FUTURE	gjin memmen sille ea moai wêze	de memmen sille ea moai wêze
SimpleNPI	FUTURE	gjin froulju sille ea populêr wêze	de froulju sille ea populêr wêze
SimpleNPI	FUTURE	gjin froulju sille ea ferneamd wêze	de froulju sille ea ferneamd wêze
SimpleNPI	FUTURE	gjin froulju sille ea earste wêze	de froulju sille ea earste wêze
SimpleNPI	FUTURE	gjin froulju sille ea goed wêze	de froulju sille ea goed wêze
SimpleNPI	FUTURE	gjin froulju sille ea moai wêze	de froulju sille ea moai wêze
SimpleNPI	FUTURE	gjin plysjes sille ea populêr wêze	de plysjes sille ea populêr wêze
SimpleNPI	FUTURE	gjin plysjes sille ea ferneamd wêze	de plysjes sille ea ferneamd wêze
SimpleNPI	FUTURE	gjin plysjes sille ea earste wêze	de plysjes sille ea earste wêze
SimpleNPI	FUTURE	gjin plysjes sille ea goed wêze	de plysjes sille ea goed wêze
SimpleNPI	FUTURE	gjin plysjes sille ea moai wêze	de plysjes sille ea moai wêze
SimpleNPI	FUTURE	gjin famkes sille ea populêr wêze	de famkes sille ea populêr wêze
SimpleNPI	FUTURE	gjin famkes sille ea ferneamd wêze	de famkes sille ea ferneamd wêze
SimpleNPI	FUTURE	gjin famkes sille ea earste wêze	de famkes sille ea earste wêze
SimpleNPI	FUTURE	gjin famkes sille ea goed wêze	de famkes sille ea goed wêze
SimpleNPI	FUTURE	gjin famkes sille ea moai wêze	de famkes sille ea moai wêze
SimpleNPI	FUTURE	gjin jonges sille ea populêr wêze	de jonges sille ea populêr wêze
SimpleNPI	FUTURE	gjin jonges sille ea ferneamd wêze	de jonges sille ea ferneamd wêze
SimpleNPI	FUTURE	gjin jonges sille ea earste wêze	de jonges sille ea earste wêze
SimpleNPI	FUTURE	gjin jonges sille ea goed wêze	de jonges sille ea goed wêze
SimpleNPI	FUTURE	gjin jonges sille ea moai wêze	de jonges sille ea moai wêze
SimpleNPI	FUTURE	gjin keningen sille ea populêr wêze	de keningen sille ea populêr wêze
SimpleNPI	FUTURE	gjin keningen sille ea ferneamd wêze	de keningen sille ea ferneamd wêze
SimpleNPI	FUTURE	gjin keningen sille ea earste wêze	de keningen sille ea earste wêze
SimpleNPI	FUTURE	gjin keningen sille ea goed wêze	de keningen sille ea goed wêze
SimpleNPI	FUTURE	gjin keningen sille ea moai wêze	de keningen sille ea moai wêze
SimpleNPI	npiWHoege	de minsken hoege net te sizze	de minsken hoege wol te sizze
SimpleNPI	npiWHoege	de minsken hoege net te wolle	de minsken hoege wol te wolle
SimpleNPI	npiWHoege	de minsken hoege net te gean	de minsken hoege wol te gean
SimpleNPI	npiWHoege	de minsken hoege net te stean	de minsken hoege wol te stean
SimpleNPI	npiWHoege	de manlju hoege net te sizze	de manlju hoege wol te sizze
SimpleNPI	npiWHoege	de manlju hoege net te wolle	de manlju hoege wol te wolle
SimpleNPI	npiWHoege	de manlju hoege net te gean	de manlju hoege wol te gean
SimpleNPI	npiWHoege	de manlju hoege net te stean	de manlju hoege wol te stean
SimpleNPI	npiWHoege	de heiten hoege net te sizze	de heiten hoege wol te sizze
SimpleNPI	npiWHoege	de heiten hoege net te wolle	de heiten hoege wol te wolle
SimpleNPI	npiWHoege	de heiten hoege net te gean	de heiten hoege wol te gean
SimpleNPI	npiWHoege	de heiten hoege net te stean	de heiten hoege wol te stean
SimpleNPI	npiWHoege	de memmen hoege net te sizze	de memmen hoege wol te sizze
SimpleNPI	npiWHoege	de memmen hoege net te wolle	de memmen hoege wol te wolle
